packageName,className,methodName,api,mcrCategories,mcrTags,count,countAll,proportion
org.aksw.palmetto.weight,WordSetSizeBasedWeighterTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.direct,CondProbCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.direct,FitelsonCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.weight,WordSetSizeBasedWeighterTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,getDocumentsWithWords,com.carrotsearch:hppc,null,null,11,11,1.0
org.aksw.palmetto.corpus.lucene.creation,PositionStoringLuceneIndexCreator,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.aksw.palmetto.prob.bd,BitSetBasedBooleanDocumentFrequencyDeterminerTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,OneOneAndSelf,getSubsetDefinition,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.subsets,OneOneTest,testWordSetLength4,junit:junit,null,null,1,1,1.0
org.aksw.palmetto,Palmetto,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.aksw.palmetto.prob.decorator,SimpleFrequencyCachingDeterminerDecorator,"",com.carrotsearch:hppc,null,null,2,2,1.0
org.aksw.palmetto.subsets,AnyAny,getSubsetDefinitionWithoutRestrictions,com.carrotsearch:hppc,null,null,5,5,1.0
org.aksw.palmetto.subsets,OneOne,getSubsetDefinition,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.sum,ArithmeticMeanTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.calculations.direct,JaccardCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,close,org.apache.lucene:lucene-core,null,null,3,3,1.0
org.aksw.palmetto.vector,LogRatioCalculationBasedCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.vector,ProbabilityBasedVectorCreatorTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.vector,RatioCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.webapp,DfClient,main,commons-io:commons-io,null,null,1,1,1.0
org.aksw.palmetto.calculations.indirect,CentroidBasedCoherenceTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.vector,AbstractProbCalcBasedVectorCreatorTest,testCreatorName,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.calculations.direct,LikelihoodCoherenceCalculationTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.prob,BooleanSlidingWindowFrequencyDeterminerCountingTest,requestWordPositionsInDocuments,com.carrotsearch:hppc,null,null,21,21,1.0
org.aksw.palmetto.weight,MarginalProbabilityBasedWeighterTest,"",junit:junit,null,null,2,2,1.0
org.aksw.palmetto.calculations.direct,LogRatioCoherenceCalculationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus.lucene,WindowSupportingLuceneCorpusAdapter,"",org.apache.lucene:lucene-core,null,null,6,9,0.67
org.aksw.palmetto.corpus.lucene,WindowSupportingLuceneCorpusAdapter,"",org.slf4j:slf4j-api,null,null,3,9,0.33
org.aksw.palmetto.io,GoldStandardReader,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,getDocumentsWithWordsAsSet,com.carrotsearch:hppc,null,null,11,11,1.0
org.aksw.palmetto.corpus.lucene.creation,AbstractLuceneIndexCreator,"",org.apache.lucene:lucene-core,null,null,3,3,1.0
org.aksw.palmetto.webapp,DfClient,"",junit:junit,null,null,2,4,0.5
org.aksw.palmetto.webapp,DfClient,"",org.springframework:spring-test,null,null,2,4,0.5
org.aksw.palmetto.subsets,AbstractSegmentatorTest,testSubsetCreator,com.carrotsearch:hppc,null,null,11,11,1.0
org.aksw.palmetto.vector,LogLikelihoodCalculationBasedCreatorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.webapp.config,RootConfig,createCACoherence,org.slf4j:slf4j-api,null,null,2,3,0.67
org.aksw.palmetto.webapp.config,RootConfig,createCACoherence,commons-configuration:commons-configuration,null,null,1,3,0.33
org.aksw.palmetto.calculations.indirect,AbstractVectorBasedCalculation,calculateConfirmationValues,com.carrotsearch:hppc,null,null,16,16,1.0
org.aksw.palmetto.prob,BooleanSlidingWindowFrequencyDeterminerSumCreationTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,getNumberOfDocuments,org.slf4j:slf4j-api,null,null,4,8,0.5
org.aksw.palmetto.corpus.lucene,LuceneCorpusAdapter,getNumberOfDocuments,org.apache.lucene:lucene-core,null,null,4,8,0.5
org.aksw.palmetto.corpus.lucene,SlidingWindowCounter,determineCount,com.carrotsearch:hppc,null,null,1,1,1.0
org.aksw.palmetto.webapp,DfClient,testSucces,junit:junit,null,null,15,15,1.0
org.aksw.palmetto.calculations.indirect,AbstractVectorBasedCoherenceTest,test,junit:junit,null,null,3,3,1.0
org.aksw.palmetto.subsets,OneSet,getSubsetDefinition,com.carrotsearch:hppc,null,null,7,7,1.0
org.aksw.palmetto.vector,NormalizedLogRatioCalculationBasedCreatorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus.lucene,SimpleAnalyzerTest,test,junit:junit,null,null,8,22,0.36
org.aksw.palmetto.corpus.lucene,SimpleAnalyzerTest,test,org.apache.lucene:lucene-core,null,null,14,22,0.64
org.aksw.palmetto.calculations.indirect,CosinusBasedCoherenceTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.corpus,BooleanDocumentSupportingAdapter,getDocumentsWithWords,com.carrotsearch:hppc,null,null,2,2,1.0
org.aksw.palmetto.io,SimpleWordSetReader,"",org.slf4j:slf4j-api,null,null,3,3,1.0
org.aksw.palmetto.prob.decorator,FrequencyCachingDeterminerDecoratorTest,data,junit:junit,null,null,1,1,1.0
org.aksw.palmetto.subsets,AnyAny,getSubsetDefinitionWithRestrictions,com.carrotsearch:hppc,null,null,5,5,1.0
